project_ID,NBS_group,NBS_activity,NBS_group2,NBS_activity2,methodology,registry,LU,area,directArea,credit_length,totalERs,coords,mulitpleLocations,LUCdate,previousLU,KML,costs_deploy,costs_deploy_detail,costs_manage,costs_manage_detail,costs_monitor,costs_monitor_detail,LAT,LON,description,notes,project_name,project_proponent,validator,validation_date,verfier1,verification_date1,country,sectoral_scope,estimated_annual_emission_reductions,active_CCB_status,CCB_yes,reference,shell_review,shell_review_date,shell_review_person,shell_decision,shell_reason,shell_volume_date,shell_volume_purchase,shell_volume_retired
VCS1067,Forest,AvoiForest_REDD,Forest,REDD,VM0007,Markit,Hardwoods,573299.00,1,20,4577502.00,"-13.026498, -69.963295",0,NA,NONE,1,,,,,,,-13.026498, -69.963295,"The project is to prevent deforestation and expects to avoid a net emission rate of 457 750,25 tCO2-e annually",Avoided deforestation,Reduction of deforestation and degradation in Tambopata National Reserve and Bahuaja-Sonene National Park within the area of Madre de Dios region ‚ÄìPeru,AIDER,,,,,Peru,"14. Agriculture, Forestry, Land Use",457750,Verification approved,1,https://www.vcsprojectdatabase.org/services/publicViewServices/downloadDocumentById/12550,1,,,Approved,,,,
VCS1071,Agriculture,NovoAgriculture,Agriculture,APlanting,AR-ACM0003,Markit,Jatropha,1411.34,1,24.5,52735.00,"14.193161, -15.888989",1,,Shrubs,1,,,,,,,14.193161, -15.888989,"The Jatropha Agroforestry Senegal project developes Jatropha curcas plantations in the Fatick, Kaffrine and Kaolack regions, with a total area of 1411 hectares intended by the year 2020.",Jatropha replaces conventional agriculture,Jatropha Agroforestry Senegal,African National Oil Corporation s.a.r.l.,DNV GL Climate Change Services,2013-11-29,DNV GL Climate Change Services,2014-05-20,Senegal,"14. Agriculture, Forestry, Land Use",1742,,0,https://www.vcsprojectdatabase.org/services/publicViewServices/downloadDocumentById/13996,0,,,,,,,
VCS1085,Forest,NovoForest_Reforestation,Forest,Reforestation,AR-ACM0001,Markit,Bamboo,1365.00,1,20,816301.00,"12.265127, -84.120609",1,,,1,,,,,,,12.265127, -84.120609,The project is designed to provide timber manufacturing industries with a sustainable alternative fiber by planting native bamboo on degraded pasture lands on the Atlantic coast of Nicaragua.,Reforest degraded land,ECOPLANET BAMBOO CENTRAL AMERICA,EcoPlanet Bamboo Group LLC,"Rainforest Alliance, Inc.",2012-11-07,"Rainforest Alliance, Inc.",2014-05-23,Nicaragua,"14. Agriculture, Forestry, Land Use",40815,,0,https://www.vcsprojectdatabase.org/services/publicViewServices/downloadDocumentById/14650,0,,,,,,,
VCS1094,Forest,AvoiForest_REDD,Forest,REDD,VM0015,APX,Hardwoods,4253.00,1,30,2170138.00,"-1.037299, -50.476140",1,NA,NONE,1,,,,,,,-1.037299, -50.476140,"The primary objective of the project is to avoid the unplanned deforestation (AUD) of an 86,269.84ha area within a private property owned by Ecomapu· ConservaÁ„o Ltda.",Avoided deforestation,Ecomapua Amazon REDD Project,MULTIPLE PROJECT PROPONENTS,T‹V Rheinland (China) Ltd.,2013-03-06,RINA Services S.p.A,2015-01-22,Brazil,"14. Agriculture, Forestry, Land Use",72338,,0,https://www.vcsprojectdatabase.org/services/publicViewServices/downloadDocumentById/20023,0,,,,,,,
VCS1112,Forest,AvoiForest_REDD,Forest,REDD,VM0007,Markit,Hardwoods,41976.00,1,30,1201474.00,"-8.078084, -72.619267",0,NA,NONE,1,,,,,,,-8.078084, -72.619267,The Russas Project seeks to help protect and conserve tropical forest by providing payments for ecosystem services.,Avoided deforestation,The Russas Project,MULTIPLE PROJECT PROPONENTS,,,,,Brazil,"14. Agriculture, Forestry, Land Use",120147,"Verified, under verification",1,https://www.vcsprojectdatabase.org/services/publicViewServices/downloadDocumentById/15175,0,,,,,,,
VCS1113,Forest,AvoiForest_REDD,Forest,REDD,VM0007,Markit,Hardwoods,28096.00,1,30,1538533.00,"-8.054717, -72.614768",1,NA,NONE,1,,,,,,,-8.054717, -72.614768,†Project activities intended to reduce deforestation are implemented in and around a privately-owned property in the State of Acre,Avoided deforestation,The Valparaiso Project,MULTIPLE PROJECT PROPONENTS,,,,,Brazil,"14. Agriculture, Forestry, Land Use",153853,"Verified, under verification",1,https://www.vcsprojectdatabase.org/services/publicViewServices/downloadDocumentById/16023,0,,,,,,,
VCS1115,Forest,AvoiForest_REDD,Forest,REDD,VM0015,Markit,Hardwoods,65980.00,1,30,3450278.00,"0.797719, -52.385918",0,NA,NONE,1,,,,,,,0.797719, -52.385918,"REDD+ Project located in the Brazilian Amazon state of Amap· that aims to reduce a total of 3,450,278 tCO2e throughout a 30 year period.",Avoided deforestation,JARI/AMAP√Å REDD+ PROJECT,MULTIPLE PROJECT PROPONENTS,SCS Global Services,2013-05-10,SCS Global Services,2013-07-10,Brazil,"14. Agriculture, Forestry, Land Use",115009,Validation approved,1,https://www.vcsprojectdatabase.org/services/publicViewServices/downloadDocumentById/13072,0,,,,,,,
VCS1118,Forest,AvoiForest_REDD,Forest,REDD,VM0015,Markit,Hardwoods,13575.00,1,30,7423806.00,"-10.994818, -61.148416",0,NA,NONE,1,,,,,,,-10.994818, -61.148416,The SuruÌ Forest Carbon Project (SFCP) aims to halt deforestation and its associated greenhouse gas (GHG) emissions in an area under deforestation pressure,Avoided deforestation,Suru√≠ Forest Carbon Project,Metareil√° Association of the Suru√≠ Indigenous P'pl,"Rainforest Alliance, Inc.",2012-02-29,"Rainforest Alliance, Inc.",2013-07-15,Brazil,"14. Agriculture, Forestry, Land Use",247460,,0,https://www.vcsprojectdatabase.org/services/publicViewServices/downloadDocumentById/13090,0,,,,,,,
VCS1122,Forest,AvoiForest_REDD,Forest,REDD,VM0010,APX,Hardwoods,204343.00,1,10,4093738.00,"-4.650748, 142.678178",0,NA,NONE,1,,,,,,,-4.650748, 142.678178,"The aim of the project is to protect the forest and biodiversity of the area (603,579ha) whilst providing an important source of income for the traditional owners.",Avoided deforestation,April Salumei REDD Project,Rainforest project Management Limited,Environmental Services Inc,2013-10-08,Environmental Services Inc,2013-10-08,Papua New Guinea,"14. Agriculture, Forestry, Land Use",1032650,,0,https://www.vcsprojectdatabase.org/services/publicViewServices/downloadDocumentById/21502,0,,,,,,,
VCS1133,Forest,AvoiForest_REDD,Forest,REDD,VM0007,Markit,Hardwoods,1499.00,1,30,729827.00,"-4.602363, -73.402336",0,NA,NONE,1,,,,,,,-4.602363, -73.402336,"The overall goal for the Yacumama Forest Carbon Project (ìProjectî) is to protect and conserve the tropical lowland floodplain forest on Yacumama, a privately held lodge, research, education, and conservation area, in the Amazon Basin of Peru, for long-term carbon sequestration.",Avoided deforestation,Yacumama Forest Carbon Project,Lawrence Bishop,Environmental Services Inc,2017-04-03,,,Peru,"14. Agriculture, Forestry, Land Use",72982,,0,https://www.vcsprojectdatabase.org/services/publicViewServices/downloadDocumentById/27211,0,,,,,,,
VCS1141,Forest,NovoForest_Afforestation,Forest,Afforestation,AR-ACM0003,Markit,Teak,4269.82,1,54,2838962.00,"16.774183, -92.446800",1,,Grazing,1,,,,,,,16.774183, -92.446800,"The Fresh Breeze reforestation project covers 13,027.54 hectares of land, which are adjacent to cattle, on which forest plantations for obtaining high-value, long-lived timber products will be established.",Reforest degraded land,Fresh Breeze Afforestation Project,Proteak UNO S.A.B. de C.V.,"AENOR Internacional, S.A.U.",2014-07-09,"AENOR Internacional, S.A.U.",2016-07-22,Mexico,"14. Agriculture, Forestry, Land Use",52573,,0,https://www.vcsprojectdatabase.org/services/publicViewServices/downloadDocumentById/19066,1,,,HOLD,,,,
VCS1150,Forest,AvoiForest_REDD,Forest,REDD,VM0010,APX,Hardwoods,1159.40,1,20,36396.00,"46.821790, -84.077777",0,NA,NONE,0,,,,,,,46.821790, -84.077777,Conversion of a Great Lakes St. Lawrence forest region area from sustained yield forest management to conservation forest.,WITHDRAWN,Algoma Highlands Conservancy Improved Forest Management Project,Algoma Highlands Conservancy,,,,,Canada,"14. Agriculture, Forestry, Land Use",1820,WITHDRAWN,0,https://www.vcsprojectdatabase.org/services/publicViewServices/downloadDocumentById/13446,0,,,,,,,
VCS1153,Forest,NovoForest_Reforestation,Forest,Reforestation,AR-ACM0003,Markit,Hardwoods,12111.00,1,40,3495692.00,"-11.179476, -74.794410",1,,Agriculture,1,,,,,,,-11.179476, -74.794410,The project is a ARR carbon sequestration grouped project based on improving agricultural farming techniques to includes coffee and cacao under shade.,Adds trees to agricutlure,Shade Coffee & Cacao Reforestation Project,Soci√©t√© de gestion de projets ECOTIERRA Inc.,Ecocert S.A.,,,,Peru,"14. Agriculture, Forestry, Land Use",1969139,,0,https://www.vcsprojectdatabase.org/services/publicViewServices/downloadDocumentById/15780,0,,,,,,,
VCS1162,Forest,AvoiForest_REDD,Forest,REDD,VM0010,Markit,Chinese Fir,7746.00,1,30,2600406.00,"27.318017, 115.947014",1,2006,Commerical Forest,1,,,,,,,27.318017, 115.947014,"The Project involves the improved forestry management, such as conversion of logged to protection forest whose carbon credit rights owned by Beijing Shengdahuitong Carbon Management Co., Ltd",Avoided deforestation,Jiangxi Province Le'an County Forest Farm Carbon Sink Project,"Beijing Shengdahuitang Carbon Management Co.,Ltd.",,,,,China,"14. Agriculture, Forestry, Land Use",86680,,0,https://www.vcsprojectdatabase.org/services/publicViewServices/downloadDocumentById/15476,1,,,HOLD,,,,
VCS1168,Forest,AvoiForest_REDD,Forest,REDD,VM0006,Markit,Hardwoods,169136.00,1,30,6312632.00,"-12.926077, 33.943805",1,NA,NONE,1,,,,,,,-12.926077, 33.943805,†The overall goals of the Kulera REDD+ project are to reduce deforestation and forest degradation,Avoided deforestation,"Kulera Landscape REDD+ Program for Co-Managed Protected Areas, Malawi",MULTIPLE PROJECT PROPONENTS,DNV GL Climate Change Services,,,#REF!,Malawi,"14. Agriculture, Forestry, Land Use",210421,Verification approved,1,https://www.vcsprojectdatabase.org/services/publicViewServices/downloadDocumentById/16222,0,,,,,,,
VCS1175,Forest,AvoiForest_REDD,Forest,REDD,VM0007,Markit,Hardwoods,50251.00,1,20,581540.00,"-39.987664, -73.567606",1,NA,NONE,1,,,,,,,-39.987664, -73.567606,The project is to prevent deforestation on 50000 ha of land,Avoided deforestation,"AVOIDING PLANNED DEFORESTATION AND DEGRADATION IN THE VALDIVIAN COASTAL RESERVE, CHILE",The Nature Conservancy,Environmental Services Inc,2014-04-06,"Rainforest Alliance, Inc.",2014-05-01,Chile,"14. Agriculture, Forestry, Land Use",58154,Verification approved,1,https://www.vcsprojectdatabase.org/services/publicViewServices/downloadDocumentById/15248,0,,,,,,,
VCS1201,Forest,AvoiForest_REDD,Forest,REDD,VM0007,APX,Hardwoods,68515.00,1,30,4394315.00,"7.610832, -11.019158",1,NA,NONE,1,,,,,,,7.610832, -11.019158,The Gola REDD project aims to conserve the forested areas of the Gola Rainforest National Park (GRNP).†,Avoided deforestation,Gola REDD project,Gola Rainforest Conservation LG,"Rainforest Alliance, Inc.",2015-10-26,"Rainforest Alliance, Inc.",2015-11-25,Sierra Leone,"14. Agriculture, Forestry, Land Use",498667,Verification approved,1,https://www.vcsprojectdatabase.org/services/publicViewServices/downloadDocumentById/20750,0,,,,,,,
VCS1202,Forest,AvoiForest_REDD,Forest,REDD,VM0009,APX,Hardwoods,38781.00,1,30,7164240.00,"-15.463177, 29.310888",0,NA,NONE,1,,,,,,,-15.463177, 29.310888,"The Lower Zambezi REDD+ Project is a reducing emission from deforestation and degradation (REDD+) project on 38,781 ha (ha) of privately-owned land",Avoided deforestation,LOWER ZAMBEZI REDD+ PROJECT,BioCarbon Partners,,,,,Zambia,"14. Agriculture, Forestry, Land Use",210316,Validation approved,1,https://www.vcsprojectdatabase.org/services/publicViewServices/downloadDocumentById/15448,0,,,,,,,
VCS1215,Forest,AvoiForest_REDD,Forest,REDD,VM0007,Markit,Hardwoods,360060.00,1,30,38016930.00,"-15.177138, 49.538151",1,NA,NONE,1,,,,,,,-15.177138, 49.538151,"The project avoids deforestation of 360,060 ha of forest in Madagascar",Avoided deforestation,The Makira Forest Protected Area in Madagascar,The Wildlife Conservation Society (WCS),"Rainforest Alliance, Inc.",2012-09-28,"Rainforest Alliance, Inc.",2012-09-28,Madagascar,"14. Agriculture, Forestry, Land Use",1267231,Verification approved,1,https://www.vcsprojectdatabase.org/services/publicViewServices/downloadDocumentById/14091,1,,,Approved,,,,
VCS1225,Agriculture,RestAgriculture_COMBINED,Agriculture,AManagement,VM0017,Markit,Agriculture,45000.00,1,20,1980088.00,"0.132223, 34.389144",1,,,1,,,,,,,0.132223, 34.389144,"The project proponent ñ the NGO Vi Agroforestry ñ is promoting the adoption of SALM practices on approximately 45,000 ha such as use of residues for mulching and composting, cover crops, water harvesting, terracing and agroforestry to restore soil fertility, improve resilience and sequester carbon.",Agroforestry replaces degraded land,Kenya Agricultural Carbon Project,Vi Agroforestry Programme,,,,,Kenya,"14. Agriculture, Forestry, Land Use",99004,,0,https://www.vcsprojectdatabase.org/services/publicViewServices/downloadDocumentById/14454,0,,,,,,,
VCS1233,Forest,NovoForest_Afforestation,Forest,Afforestation,AR-ACM0003,APX,Rubber,6228.80,1,30,1363111.86,"4.954414, -70.258373",0,1900,Fallow,1,,,,,,,4.954414, -70.258373,"The projects aims to establish rubber (Hevea brasiliensis) plantations on 10,000 ha through reforestation activities in the oriental plains of Colombia.",Reforest degraded land,Reforestation with Rubber on degraded lands of Colombia,Compa√±√≠a de Profesionales de Bolsa S.A (PdB),Colombian Institute for Technical Standards and Certification (ICONTEC),2015-11-26,,,Colombia,"14. Agriculture, Forestry, Land Use",38946,,0,https://www.vcsprojectdatabase.org/services/publicViewServices/downloadDocumentById/21949,0,,,,,,,
VCS1285,Forest,AvoiForest_REDD,Forest,REDD,VM0010,Markit,Eucalyptus,12143.00,1,30,1293177.00,"-42.021945, 146.411236",1,NA,NONE,1,,,0.88,"$10,666 per year to manage the project - NOTE, not sure if USD or AUD",,,-42.021945, 146.411236,"The project prevents logging over 12,143 ha of native Tasmanian forest (primarily Eucalyptus spp.) to reduce GHG emissions by 1,293,177 over the 30 year crediting period.",Avoided deforestation,New Leaf Carbon Project,Tasmanian Land Conservancy,Environmental Services Inc,,Environmental Services Inc,2014-03-20,Australia,"14. Agriculture, Forestry, Land Use",43106,Verification approved,1,https://www.vcsprojectdatabase.org/services/publicViewServices/downloadDocumentById/15323,0,,,,,,,
VCS1311,Forest,AvoiForest_REDD,Forest,REDD,VM0015,Markit,Hardwoods,370032.00,1,30,10119729.00,"-17.761576, 48.860183",1,NA,NONE,1,,,,,,,-17.761576, 48.860183,The project aims to reduce deforestation of primary Malagasy forest by creating a corridor to protect the remaining native forests,Avoided deforestation,"Carbon Emissions Reduction Project in the Corridor Ankeniheny-Zahamena (CAZ) Protected Area, Madagascar","Govt. of Madagascar, Direction Generale des Forets","Rainforest Alliance, Inc.",2013-10-23,"Rainforest Alliance, Inc.",2013-10-24,Madagascar,"14. Agriculture, Forestry, Land Use",1011973,,0,https://www.vcsprojectdatabase.org/services/publicViewServices/downloadDocumentById/15347,0,,,,,,,
VCS1317,Forest,NovoForest_Reforestation,Forest,Reforestation,AR-AMS0007,Markit,Hardwoods,101.82,1,30,49069.00,"-13.876223, -39.310305",1,,Agriculture,1,,,,,,,-13.876223, -39.310305,"The grouped project takes place on areas in the Pratigi EPA, with many small farms characterized as agricultural farms. This will restoration 101.82 hectares of degraded lands that will remove 49,069 tCO2 in 30 years. In addition, OCT has macro planning to restore 200 hectares per year after 2013.",Revegetate recently deforested Ag land,Reforestation Grouped Project at Pratigi Environmental Protection Area,Land Conservation Organization (OCT),,,,,Brazil,"14. Agriculture, Forestry, Land Use",1636,Verification approved,1,https://www.vcsprojectdatabase.org/services/publicViewServices/downloadDocumentById/27015,0,,,,,,,
VCS1318,Blue,RestMangrove,Blue,MangReforest,AR-AM0014,APX,Mangrove,10415.12,1,30,1457945.10,"12.675423, -16.129187",1,NA,NONE,1,,,,,,,12.675423, -16.129187,"The project aims to restore 10,415 ha of mangrove forest mostly in the Casamance area of Southern Senegal. Reforestation is primarily of Rhizophora spp. planted between 2009 and 2012 to reduce GHG emissions by 1,457,945 tCO2e.",Mangrove reforestation,Livelihoods' mangrove restoration grouped project in Senegal,Livelihoods Fund,,,,,Senegal,"14. Agriculture, Forestry, Land Use",30000,,0,https://www.vcsprojectdatabase.org/services/publicViewServices/downloadDocumentById/29057,0,,,,,,,
VCS1325,Forest,AvoiForest_REDD,Forest,REDD,VM0015,APX,Mixed,41924.00,1,10,462631.00,"-9.979326, 39.452920",1,,NONE,1,,,,,,,-9.979326, 39.452920,The project aims to give more power to communities in the area to maintain the endangered species (flora and fauna) of the area and offset some of the opportunity costs associated with REDD activities.,Avoided deforestation,Mjumita Community Forest Project (Lindi),MULTIPLE PROJECT PROPONENTS,SCS Global Services,2015-05-06,SCS Global Services,2015-05-06,Tanzania,"14. Agriculture, Forestry, Land Use",46263,Verification approved,1,https://www.vcsprojectdatabase.org/services/publicViewServices/downloadDocumentById/21890,0,,,,,,,
VCS1326,Forest,AvoiForest_REDD,Forest,REDD,VM0007,APX,Hardwoods,8169.00,1,30,2559345.00,"17.577606, -89.048975",0,NA,NONE,1,,,,,,,17.577606, -89.048975,This project protects 8169 ha of pristine broadleaf forest in Belize with exceptional biodiversity value.†,Avoided deforestation,Laguna Seca Forest Carbon Project,The Forestlands Group LLC,Environmental Services Inc,2016-03-30,Environmental Services Inc,2016-05-23,Belize,"14. Agriculture, Forestry, Land Use",255935,Validation approved,1,https://www.vcsprojectdatabase.org/services/publicViewServices/downloadDocumentById/20431,0,,,,,,,
VCS1327,Forest,NovoForest_Reforestation,Forest,Reforestation,AR-ACM0003,APX,Hardwoods,8972.00,1,60,2883562.00,"-16.170297, 47.461412",1,,,1,,,,,,,-16.170297, 47.461412,Reforestation of deforested land in Madagascar through the establishment of a training centre for sustainable forestry developmentr.†,Restored forest after logging,Reforestation of deforested land in Madagascar,EcoFormation,T‹V S‹D Industrie Service GmbH,,,,Madagascar,"14. Agriculture, Forestry, Land Use",94452,,0,https://www.vcsprojectdatabase.org/services/publicViewServices/downloadDocumentById/16017,0,,,,,,,
VCS1328,Agriculture,RestAgriculture_Agroforestry,Agriculture,APlanting,AR-ACM0003,APX,Coffee,6024.00,1,20,1613199.00,"18.310556, 82.551980",1,2010,Fallow,1,,,,,,,18.310556, 82.551980,"Various horticultural tree species and shrubs will be planted on 6,024 ha in this VCS ARR project activity in a 3-year project roll out period.",Fruit trees planted,Araku Valley Livelihood Project,Livelihoods Fund,SCS Global Services,2014-11-24,SCS Global Services,2014-11-24,India,"14. Agriculture, Forestry, Land Use",80660,,0,https://www.vcsprojectdatabase.org/services/publicViewServices/downloadDocumentById/21522,0,,,,,,,
VCS1329,Forest,AvoiForest_REDD,Forest,REDD,VM0015,Markit,Hardwoods,28752.00,1,30,2342920.00,"-3.367853, -49.470781",0,NA,NONE,1,,,,,,,-3.367853, -49.470781,The project prevents unplanned deforestation by attributing value to ìstanding forestî by integrating its multiple use in a sustainable fashion,Avoided deforestation,Ma√≠sa REDD+ Project,MULTIPLE PROJECT PROPONENTS,"Rainforest Alliance, Inc.",2014-12-29,"Rainforest Alliance, Inc.",2015-02-13,Brazil,"14. Agriculture, Forestry, Land Use",67458,Validation approved,1,https://www.vcsprojectdatabase.org/services/publicViewServices/downloadDocumentById/18473,0,,,,,,,
VCS1332,Forest,NovoForest_Reforestation,Forest,Reforestation,AR-ACM0003,APX,Hardwoods,159.20,1,30,100973.00,"29.748842, 102.429540",1,2012,Fallow,1,,,,,,,29.748842, 102.429540,"The project is to establish 159.2ha of mingle forest by direct planting on degraded land previously logged. Estimated GHG emissions reductions are for 100,973tCO2e in 30 years, with an average annual GHG emission of 3,365tCO2e. ",Restored forest after logging,"Reforestation Project in Yingjing County, Sichuan Province",MULTIPLE PROJECT PROPONENTS,T‹V Nord Cert GmbH,,Bureau Veritas India Pvt. Ltd.,2016-01-09,China,"14. Agriculture, Forestry, Land Use",3365,Verification approved,1,https://www.vcsprojectdatabase.org/services/publicViewServices/downloadDocumentById/25980,0,,,,,,,
VCS1339,Forest,NovoForest_Afforestation,Forest,Afforestation,AR-AMS0007,APX,Bamboo,4.40,1,20,1257.00,"-25.983294, 27.533699",1,1979,Fallow,1,,,,,,,-25.983294, 27.533699,Renencomís (project proponent) afforestation project consists of planting of Bamboo on land situated within South Africa which is unutilized (fallow grassland) in the baseline.,Plants bamboo on degraded lands,Renencom Afforestation/Reforestation Grouped Project,Renencom,T‹V Nord Cert GmbH,2014-11-10,,,South Africa,"14. Agriculture, Forestry, Land Use",66,,0,https://www.vcsprojectdatabase.org/services/publicViewServices/downloadDocumentById/16580,0,,,,,,,
VCS1340,Forest,AvoiForest_REDD,Forest,REDD,VM0015,APX,Hardwoods,261053.00,1,20,25776421.00,"6.640411, 40.004855",1,NA,NONE,1,,,,,,,6.640411, 40.004855,"The project avoids deforestation of 261,053 ha of forest in Ethiopia's Bale Mountain Region",Avoided deforestation,Bale Mountains Eco-region REDD+ project,Oromia Forest and Wildlife Enterprise,T‹V S‹D Industrie Service GmbH,2017-06-20,,,Ethiopia,"14. Agriculture, Forestry, Land Use",1288821,Verification approved,1,https://www.vcsprojectdatabase.org/services/publicViewServices/downloadDocumentById/28244,1,,,Approved,,,,
VCS1343,Forest,NovoForest_Reforestation,Forest,Reforestation,AR-ACM0003,Markit,Shrub,5185.00,1,54,2387113.00,"-33.155836, 25.386320",1,,,1,,"110 labourers to plant ~1,100 hectares per year for 5 years",,,,,-33.155836, 25.386320,The project is restoring more than 5000 hectares of degraded thicket vegetation in the Kuzuko Lodge Private Game Reserve in the Eastern Cape of South Africa,Revegate degraded land,Kuzuko Lodge Private Game Reserve thicket restoration project,Spekboom Trading (Pty) Ltd,Environmental Services Inc,,,,South Africa,"14. Agriculture, Forestry, Land Use",44206,Validation approved,1,https://www.vcsprojectdatabase.org/services/publicViewServices/downloadDocumentById/15996,0,,,,,,,
VCS1351,Agriculture,RestAgriculture_Agroforestry,Agriculture,APlanting,AR-AM0003,APX,Mixed,25.20,1,30,9356.92,"-3.914519, -73.344438",0,,Pasture,1,,,,,,,-3.914519, -73.344438,"The project provides seedlings and training to farmers to reforest their farms, providing access to formal markets for native fruit and timber and helping to generate market-orientated agroforestry systems.",Agroforestry replaces degraded land,Planting for the Future: Financially sustainable agroforestry systems and payments for ecosystem services,Plant your Future,"Rainforest Alliance, Inc.",2015-02-18,"Rainforest Alliance, Inc.",,Peru,"14. Agriculture, Forestry, Land Use",719,Validation approved,1,https://www.vcsprojectdatabase.org/services/publicViewServices/downloadDocumentById/17353,0,,,,,,,
VCS1359,Forest,AvoiForest_REDD,Forest,REDD,VM0006,Markit,Hardwoods,187571.00,1,30,9736022.00,"0.058571, 23.850829",0,NA,NONE,1,,,,,,,0.058571, 23.850829,"The Project is to prevent deforestation of forest in 187,571 hectares of DRC",Avoided deforestation,Isangi REDD+ Project,"SAFBOIS, SPRL","Rainforest Alliance, Inc.",2014-09-09,"Rainforest Alliance, Inc.",2014-12-18,"Congo, the Democratic Republic of the","14. Agriculture, Forestry, Land Use",324534,Verification approved,1,https://www.vcsprojectdatabase.org/services/publicViewServices/downloadDocumentById/16846,0,,,,,,,
VCS1360,Forest,AvoiForest_REDD,Forest,REDD,VM0015,Markit,Hardwoods,127004.00,1,20,5648184.70,"-9.196431, -74.388001",1,NA,NONE,1,,,,,,,-9.196431, -74.388001,The purpose of the project is to conserve the forests of these communities with the advance of deforestation and degradation.,Avoided deforestation,Forest Management to reduce deforestation and degradation in Shipibo Conibo and Cacataibo Indigenous communities of Ucayali region,MULTIPLE PROJECT PROPONENTS,,,,,Peru,"14. Agriculture, Forestry, Land Use",564818,Under verification,0,https://www.vcsprojectdatabase.org/services/publicViewServices/downloadDocumentById/18227,1,,,Approved,,,,
VCS1361,Forest,NovoForest_Reforestation,Forest,Reforestation,AR-ACM0003,APX,Conifers,1367.47,1,30,205891.08,"35.951071, 101.748058",1,2013,Shrubs,1,,,,,,,35.951071, 101.748058,"The project establishes forest on previously logged land with 1367.47ha of forest established by direct planting on degraded lands in five counties. This aims to reduce the GHG emissions for 207,953.23tCO2e in 30 years, with an average annual GHG emission of 6,708.17tCO2e.",Reforest degraded land,Reforestation Project in Qinghai Province 2012,MULTIPLE PROJECT PROPONENTS,T‹V Nord Cert GmbH,2015-03-29,,,China,"14. Agriculture, Forestry, Land Use",6708,,0,https://www.vcsprojectdatabase.org/services/publicViewServices/downloadDocumentById/17974,0,,,,,,,
VCS1367,Forest,RestForest_Natural-Management,Forest,FManagement,VM0003,Markit,Mixed,397.24,1,30,150032.00,"45.588500, -123.812370",0,2010,Forest,1,,,,,,,45.588500, -123.812370,The project shifts forest management practice from an even-aged clear-cut to varied-aged harvesting meaning that the average stand age will increase,Change forest management,Ecotrust Forest Management Improved Forest Management Group Project,Ecotrust Forest Management,"Rainforest Alliance, Inc.",2014-12-04,"Rainforest Alliance, Inc.",2014-12-04,United States,"14. Agriculture, Forestry, Land Use",5001,,0,https://www.vcsprojectdatabase.org/services/publicViewServices/downloadDocumentById/16808,0,,,,,,,
VCS1377,Forest,RestForest_Improved-Plantation,Forest,FManagement,VM0003,Markit,Mixed,1985.22,1,58,370301.00,"41.112994, -77.330563",1,2010,Plantation,1,,,,,,,41.112994, -77.330563,"The project will extend the rotation age of the timber resource on the 4905 acre property by approximately 45 years compared to Common Practice. On average, this will generate 6,383 mtCO2e annually and 370,187 mtCO2e total GHG emission reductions and removals.",Change forest management,Lock Haven Improved Forest Management Project,Lock Haven City Authority,,,,,United States,"14. Agriculture, Forestry, Land Use",6384,,0,https://www.vcsprojectdatabase.org/services/publicViewServices/downloadDocumentById/17173,0,,,,,,,
VCS1378,Forest,NovoForest_Reforestation,Forest,Reforestation,AR-ACM0003,APX,Mixed,4538.70,,20,755678.10,"5.098341, -75.471720",1,,,1,,,,,,,5.098341, -75.471720,The programís activities involve ecological restoration to improve water quality through assisted natural regeneration and reforestation. The species used for the assisted natural regeneration system come from the natural forests within the project boundary.,Reforest degraded land,"Forestry Project for the Basin of the Chinchina River, an Environmental and Productive Alternative for the City and the Region",MULTIPLE PROJECT PROPONENTS,Colombian Institute for Technical Standards and Certification (ICONTEC),2015-05-10,Colombian Institute for Technical Standards and Certification (ICONTEC),2015-05-10,Colombia,"14. Agriculture, Forestry, Land Use",12189,,0,https://www.vcsprojectdatabase.org/services/publicViewServices/downloadDocumentById/17936,0,,,,,,,
VCS1382,Forest,AvoiForest_REDD,Forest,REDD,VM0007,Markit,Hardwoods,39300.00,1,10,12596462.00,"-8.828485, -70.155918",0,NA,NONE,1,,,,,,,-8.828485, -70.155918,The Envira Amazonia REDD APD Project will generate GHG emission reductions by foregoing forest conversion to grassland in favor of conservation of the tropical forest,Avoided deforestation,"The Envira Amazonia Project - A Tropical Forest Conservation Project in Acre, Brazil",MULTIPLE PROJECT PROPONENTS,Environmental Services Inc,2015-04-06,Environmental Services Inc,2016-03-08,Brazil,"14. Agriculture, Forestry, Land Use",1259646,"Verified, under verification",1,https://www.vcsprojectdatabase.org/services/publicViewServices/downloadDocumentById/17499,0,,,,,,,
